label,text,char_count,word_count,clean_text,target
ham,"Aight, call me once you're close",32,6,aight call youre close,0
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",72,13,worry hope photo shoot went well spiffing fun workage,0
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,90,17,get chicken broth want ramen unless there dont know,0
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",70,12,hello per request ltgt r transfered,0
ham,U still havent got urself a jacket ah?,38,8,u still havent got urself jacket ah,0
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,155,28,splashmobile choose gr tone wk subscrition service weekly tone costing p u one credit kick back enjoy,1
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,85,19,im love im excited day spend make happy,0
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),90,17,piss talking someone realise u point itnow read backwards,0
ham,Well if I'm that desperate I'll just call armand again,54,10,well im desperate ill call armand,0
ham,Hey... Very inconvenient for your sis a not huh?,48,9,hey inconvenient si huh,0
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",46,7,taxt massagetiepos argh ok lool,0
ham,Gibbs unsold.mike hussey,24,3,gibbs unsoldmike hussey,0
ham,O shore are you takin the bus,29,7,shore takin bus,0
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,135,25,show ur colour euro offer get england flag lion tone ur phone click following service message info,1
ham,Smith waste da.i wanna gayle.,29,5,smith waste dai wan na gayle,0
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,147,32,yar quite clever aft many guess lor got ask bring thk darren willing go aiya thk leona still attach wat,0
ham,He dint tell anything. He is angry on me that why you told to abi.,66,15,dint tell anything angry told abi,0
ham,Where's my boytoy? I miss you ... What happened?,48,9,wheres boytoy miss happened,0
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,144,26,life spend someone lifetime may meaningless moment spent someone really love mean life,0
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",120,26,sorry man account dry would want could trade back half could buy shit credit card,0
ham,"Dear, will call Tmorrow.pls accomodate.",39,5,dear call tmorrowpls accomodate,0
ham,Quite late lar... Ard 12 anyway i wun b drivin...,49,10,quite late lar ard anyway wun b drivin,0
ham,In e msg jus now. U said thanks for gift.,41,10,e msg jus u said thanks gift,0
spam,74355 XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC,120,24,xmas iscoming ur awarded either å£ cd gift voucher free entry r å£ weekly draw txt music tnc,1
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,144,20,private account statement show unredeemed bonus point claim call identifier code expires,1
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,64,14,hamster dead hey tmr meet pm orchard mrt,0
ham,Oh k:)after that placement there ah?,36,6,oh kafter placement ah,0
ham,Are u coming to the funeral home,32,7,u coming funeral home,0
ham,Oh :-)only 4 outside players allowed to play know,49,9,oh outside player allowed play know,0
ham,cool. We will have fun practicing making babies!,48,8,cool fun practicing making baby,0
ham,"Sorry, I'll call later in meeting.",34,6,sorry ill call later meeting,0
ham,Yes princess! I want to please you every night. Your wish is my command...,74,14,yes princess want please every night wish command,0
ham,Now thats going to ruin your thesis!,36,7,thats going ruin thesis,0
ham,Oops my phone died and I didn't even know. Yeah I like it better.,65,14,oops phone died didnt even know yeah like better,0
ham,I wont. So wat's wit the guys,29,7,wont wats wit guy,0
ham,Dear reached railway. What happen to you,40,7,dear reached railway happen,0
ham,It should take about  &lt;#&gt;  min,36,6,take ltgt min,0
ham,Where at were hungry too,24,5,hungry,0
ham,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,80,16,nope im going home go pump petrol lor like going rain soon,0
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,70,13,got look scrumptious daddy want eat night long,0
ham,Discussed with your mother ah?,30,5,discussed mother ah,0
spam,GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@å£1.50rcvd,167,26,gsoh good spam ladiesu could b male gigolo join uk fastest growing men club reply oncall mjzgroup stop reply stop msgå£ rcvd,1
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,85,18,anyway im going shopping co si done yet dun disturb u liao,0
ham,"[Û_] anyway, many good evenings to u! s",40,8,û anyway many good evening u,0
ham,"Velly good, yes please!",23,4,velly good yes please,0
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,126,21,miss call miss call khelate kintu opponenter miss call dhorte lage thats rule one great phone receiving quality win,0
ham,Babe ? I lost you ... :-(,25,7,babe lost,0
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,77,19,huh slow tot u reach long ago liao u day leh,0
ham,Wat time u finish ur lect today?,32,7,wat time u finish ur lect today,0
ham,I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,100,20,lost pound since doc visit last week woot woot im gon na celebrate stuffing face,0
ham,Hey we can go jazz power yoga hip hop kb and yogasana ,54,12,hey go jazz power yoga hip hop kb yogasana,0
ham,Ok then u tell me wat time u coming later lor.,46,11,ok u tell wat time u coming later lor,0
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,142,24,specially selected receive pound award call line close cost ppm tc apply ag promo,1
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,57,12,hey almost forgot happy bday babe love ya,0
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. Aå£1.50 minAPN LS278BB,160,27,people dogging area call join like minded guy arrange there evening aå£ minapn l bb,1
spam,Win a å£1000 cash prize or a prize worth å£5000,47,10,win å£ cash prize prize worth å£,1
ham,Lol its ok I didn't remember til last nite,42,9,lol ok didnt remember til last nite,0
ham,Its good to hear from you,25,6,good hear,0
ham,Nope. Meanwhile she talk say make i greet you.,46,9,nope meanwhile talk say make greet,0
ham,"There'll be a minor shindig at my place later tonight, you interested?",70,12,therell minor shindig place later tonight interested,0
ham,Lol where do u come up with these ideas?,40,9,lol u come idea,0
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,145,23,hard live chat pmin choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx,1
ham,Doing project w frens lor. ,27,5,project w frens lor,0
ham,Please dont say like that. Hi hi hi,35,8,please dont say like hi hi hi,0
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",293,53,isnt frnd necesity life imagine urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt function thnk abt event espell cared missed amp irritated u wrd dearloving frnds wthout u cant live jst takecare goodmorning,0
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,149,30,sexy single waiting text age followed gender wither f eg f gay men text age followed g eg g,1
ham,Well. Im computerless. Time to make some oreo truffles,54,9,well im computerless time make oreo truffle,0
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,133,25,future planned tomorrow result today best present enjoy future,0
ham,Please ask mummy to call father,31,6,please ask mummy call father,0
ham,No i am not having not any movies in my laptop,46,11,movie laptop,0
ham,You know what hook up means right?,34,7,know hook mean right,0
ham,Just come home. I don't want u to be miserable,46,10,come home dont want u miserable,0
spam,88800 and 89034 are premium phone services call 08718711108,59,9,premium phone service call,1
ham,I need to come home and give you some good lovin...,51,11,need come home give good lovin,0
ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",152,33,wn u r hurt prsn close u fight wit dem coz somtimes dis fight save relation bt quiet leaf nothin relation gud eveb,0
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,149,25,hi customer loyalty offerthe new nokia mobile å£ txtauction txt word start get tctxt tc pmtmsg,1
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",200,41,say he quitting least time day wudnt take much notice nah didnt mind gon na see want come taunton tonight u tell,0
ham,I'm home. Doc gave me pain meds says everything is fine.,56,11,im home doc gave pain med say everything fine,0
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",154,30,im taking derek amp taylor walmart im back time youre done leave mouse desk ill text priscillas ready,0
ham,Do have a nice day today. I love you so dearly.,47,11,nice day today love dearly,0
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,125,25,hmm shall bring bottle wine keep u amused joking ill still bring bottle red white see tomorrow,0
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,157,26,congrats nokia video camera phone call call cost ppm ave call min vary mobile close post bcm ldn wc n xx,1
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,157,28,get official england poly ringtone colour flag yer mobile tonight game text tone flag optout txt eng stop box w wx å£,1
ham,Honey boo I'm missing u.,24,5,honey boo im missing u,0
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,84,16,coming friday leave pongaldo get news work place,0
ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,62,15,ìï neva tell noe im home da aft wat,0
ham,Thnx dude. u guys out 2nite?,28,6,thnx dude u guy nite,0
ham,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",63,12,alright well bring see like ltgt min,0
ham,And by when you're done I mean now,34,8,youre done mean,0
ham,"Oh fine, I'll be by tonight",27,6,oh fine ill tonight,0
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",154,26,last chance claim ur å£ worth discount voucher today text shop savamob offer mobile c savamob pobox uz å£ sub,1
ham,"G says you never answer your texts, confirm/deny",48,8,g say never answer text confirmdeny,0
ham,I dunno they close oredi not... ÌÏ v ma fan...,46,10,dunno close oredi ìï v fan,0
ham,Yup...,6,1,yup,0
ham,Oh ho. Is this the first time u use these type of words,55,13,oh ho first time u use type word,0
ham,"Its ok., i just askd did u knw tht no?",38,10,ok askd u knw tht,0
ham,Cos daddy arranging time c wat time fetch Ì_ mah...,51,10,co daddy arranging time c wat time fetch ì mah,0
ham,Were somewhere on Fredericksburg,32,4,somewhere fredericksburg,0
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,109,22,yes place town meet exciting adult single uk txt chat pmsg,1
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",155,32,lay man let know missed thought great day send bimbo ugos number ill appreciate safe,0
ham,K.k.this month kotees birthday know?,36,5,kkthis month kotees birthday know,0
ham,So u gonna get deus ex?,23,6,u gon na get deus ex,0
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",140,24,welcome select service added benefit call specially trained advisor free mobile dialling,1
ham,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",90,18,oh yes ive little weather ive kind coccooning home,0
ham,Same as kallis dismissial in 2nd test:-).,41,7,kallis dismissial nd test,0
ham,Tell where you reached,22,4,tell reached,0
ham,Both :) i shoot big loads so get ready!,39,9,shoot big load get ready,0
ham,Ok lor...,9,2,ok lor,0
ham,Ladies first and genus second k .,33,7,lady first genus second k,0
ham,Will Ì_ b going to esplanade fr home?,37,8,ì b going esplanade fr home,0
ham,Anything...,11,1,anything,0
ham,Chk in ur belovd ms dict,24,6,chk ur belovd m dict,0
ham,Kay... Since we are out already ,32,6,kay since already,0
ham,"I can't right this second, gotta hit people up first",52,10,cant right second got ta hit people first,0
ham,"And very importantly, all we discuss is between u and i only.",61,12,importantly discus u,0
ham,Normally i use to drink more water daily:),42,8,normally use drink water daily,0
ham,S'fine. Anytime. All the best with it.,38,7,sfine anytime best,0
ham,"\Im on gloucesterroad what are uup to later?\""""",47,8,im gloucesterroad uup later,0
ham,Great comedy..cant stop laughing da:),37,5,great comedycant stop laughing da,0
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,42,8,marrow wed ltgt aha,0
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,149,31,haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao,0
ham,Would really appreciate if you call me. Just need someone to talk to.,69,13,would really appreciate call need someone talk,0
ham,You still around? I could use a half-8th,40,8,still around could use half th,0
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",632,109,indian r poor india poor country say one swiss bank director say ltgt lac crore indian money deposited swiss bank used taxless budget ltgt yr give ltgt crore job indian village delhi lane road forever free power suply ltgt social project every citizen get monthly ltgt ltgt yr need world bank amp imf loan think money blocked rich politician full right corrupt politician itna forward karo ki pura india padhegm,0
ham,It only does simple arithmetic not percentages.,47,7,simple arithmetic percentage,0
ham,It shall be fine. I have avalarr now. Will hollalater,53,10,shall fine avalarr hollalater,0
ham,K.k:)when are you going?,24,4,kkwhen going,0
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",159,28,contract mobile mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record,1
ham,"Omw back to tampa from west palm, you hear what happened?",57,11,omw back tampa west palm hear happened,0
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",120,24,download many ringtones u like restriction choose u even send yr buddy txt sir å£,1
ham,Take some small dose tablet for fever,37,7,take small dose tablet fever,0
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,81,13,please call immediately urgent message waiting,1
ham,Yeah it's jus rite...,21,4,yeah jus rite,0
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,156,29,want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call,1
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",119,25,true passable get high score apply phd get year salary make life easier,0
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,107,21,well wasnt available washob nobbing last night ask nickey platt instead,0
spam,network operator. The service is free. For T & C's visit 80488.biz,66,12,network operator service free c visit biz,1
spam,You have 1 new voicemail. Please call 08719181513.,50,8,new voicemail please call,1
ham,Talk to g and x about that,26,7,talk g x,0
ham,In which place do you want da.,30,7,place want da,0
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,73,14,thanks tescos quite nice gone speak soon,0
ham,Dai what this da.. Can i send my resume to this id.,51,12,dai da send resume id,0
ham,U should make a fb list,23,6,u make fb list,0
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,195,40,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,0
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",55,12,sent price mean ltgt g,0
ham,Also are you bringing galileo or dobby,38,7,also bringing galileo dobby,0
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",123,19,ur chance win å£ cash every wk txt action tscs custcare x pwk,1
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,122,25,got got colour lor one colour quite light n e darker lor actually im done shes styling hair,0
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",94,17,good morning im suffering fever dysentry able come office today,0
ham,Then. You are eldest know.,26,5,eldest know,0
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",127,27,boy sweet word left morning sigh go day love start studying,0
ham,Did he just say somebody is named tampa,39,8,say somebody named tampa,0
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",72,14,k jason say he gon na around ill around ltgt,0
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,106,18,likely called mittelschmertz google dont paracetamol dont worry go,0
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",153,28,valued customer pleased advise following recent review mob awarded å£ bonus prize call,1
ham,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,114,22,say ltgt year old man money im last ltgt still waiting check,0
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,245,56,great role model giving much really wish day miracle god reason everything must say wish knew dont ive looked since young still great day,0
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",86,19,thanx time weåõve spent geva bin mint ur baby want uxxxx,0
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,66,13,tell friend come round til like ltgt ish,0
ham,Omg it could snow here tonite!,30,6,omg could snow tonite,0
ham,what is your account number?,28,5,account number,0
ham,"\EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.\""""",146,26,ey calm downon theacusations itxt u co iwana know wotu r doin thewend haventcn u agesring ur nething satlove j xxx,0
ham,I dont thnk its a wrong calling between us,42,9,dont thnk wrong calling u,0
ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.,100,18,call number available appointment ask connect call waheed fathima,0
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",132,30,add dont really care cant least get dude fuck hey money want,0
ham,Its sarcasm.. .nt scarcasim,27,4,sarcasm nt scarcasim,0
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,155,24,someone conacted dating service entered phone fancy youto find call landline pobox n tf,1
ham,Am slow in using biola's fne,28,6,slow using biolas fne,0
ham,Exactly. Anyways how far. Is jide her to study or just visiting,63,12,exactly anyways far jide study visiting,0
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,154,27,tried contact reply offer video handset anytime network min unlimited text camcorder reply call,1
ham,Lemme know when you're here,27,5,lem know youre,0
spam,You have an important customer service announcement from PREMIER.,65,9,important customer service announcement premier,1
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,101,19,pansy youve living jungle two year driving worried,0
ham, &lt;#&gt;  mins but i had to stop somewhere first.,51,9,ltgt min stop somewhere first,0
ham,Bugis oso near wat... ,22,4,bugis oso near wat,0
ham,You're right I have now that I think about it,45,10,youre right think,0
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,74,16,quite ok bit ex u better go eat smth else ill feel guilty,0
ham,When did you get to the library,31,7,get library,0
ham,Bognor it is! Should be splendid at this time of year.,54,11,bognor splendid time year,0
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",158,34,hope alright babe worry might felt bit desparate learned job fake waiting come back love,0
ham,Yes i have. So that's why u texted. Pshew...missing you so much,63,12,yes thats u texted pshewmissing much,0
ham,I'm still pretty weak today .. Bad day ?,40,9,im still pretty weak today bad day,0
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",109,23,im tired arguing week week want ill,0
ham,"I just got home babe, are you still awake ?",43,10,got home babe still awake,0
ham,No management puzzeles.,23,3,management puzzeles,0
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,72,12,goodo yes must speak friday eggpotato ratio tortilla needed,0
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,94,20,gon na death im gon na leave note say robs fault avenge,0
ham,"Its ok, if anybody asks abt me, u tel them..:-P",47,10,ok anybody asks abt u tel themp,0
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,141,26,free st week entry textpod chance win gb ipod å£ cash every wk txt pod tscs custcare,1
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795,132,25,u subscribed best mobile content service uk å£ per day send stop helpline,1
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(",128,24,come slave going shell unconsciously avoiding making unhappy,0
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",201,39,im done im sorry hope next space give everything want remember furniture im around move lock lock leave key jenne,0
ham,yay! finally lol. i missed our cinema trip last week :-(,56,11,yay finally lol missed cinema trip last week,0
ham,K...k...when will you give treat?,33,5,kkwhen give treat,0
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,101,18,wishing beautiful day moment revealing even thing keep smiling enjoy,0
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,139,23,please call customer service representative pm guaranteed å£ cash å£ prize,1
ham,They r giving a second chance to rahul dengra.,46,9,r giving second chance rahul dengra,0
ham,Then mum's repent how?,22,4,mum repent,0
ham,You are gorgeous! keep those pix cumming :) thank you!,54,10,gorgeous keep pix cumming thank,0
ham,I thank you so much for all you do with selflessness. I love you plenty.,72,15,thank much selflessness love plenty,0
ham,I havent add Ì_ yet right.. ,28,6,havent add ì yet right,0
ham,But that's on ebay it might be less elsewhere.,46,9,thats ebay might less elsewhere,0
ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),111,22,spending new year brother family let plan meet next week ready spoiled,0
ham,"If i let you do this, i want you in the house by 8am.",53,14,let want house,0
ham,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx,129,25,wuld without baby thought alone mite break donåõt wan na go crazy everyboy need lady xxxxxxxx,0
ham,In which place i can get rooms cheap:-),39,8,place get room cheap,0
ham,Hey r Ì_ still online? I've finished the formatting...,54,9,hey r ì still online ive finished formatting,0
ham,Do u knw dis no. &lt;#&gt; ?,28,7,u knw dis ltgt,0
ham,Good night my dear.. Sleepwell&amp;Take care,44,6,good night dear sleepwellamptake care,0
ham,Ok i am on the way to home hi hi,32,10,ok way home hi hi,0
spam,"URGENT! Your Mobile No. was awarded å£2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",157,26,urgent mobile awarded å£ bonus caller prize final try contact u call landline box wr c ppm,1
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,149,27,wont believe true incredible txts reply g learn truly amazing thing blow mind fwd ptxt,1
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,87,15,doesnt g class early tomorrow thus shouldnt trying smoke ltgt,0
ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,55,12,emailed yifeng part oredi ì get fr,0
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",131,21,ya well fine bbdpooja full pimpleseven become quite blackand ur rite cold wearing sweatter,0
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",151,32,cool tyler take gon na buy drop place later tonight total order quarter got enough,0
ham,Hi:)cts employee how are you?,29,5,hicts employee,0
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,137,22,urgent mobile number awarded å£ prize guaranteed call land line claim valid hr,1
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,73,13,monthly password wap mobsicom use wap phone pc,1
ham,Draw va?i dont think so:),25,5,draw vai dont think,0
ham,"How about clothes, jewelry, and trips?",38,6,clothes jewelry trip,0
ham,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,71,16,wat late still early mah juz go dinner lor aiya dunno,0
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,82,15,dont respond imma assume youre still asleep imma start calling n shit,0
ham,At home watching tv lor.,24,5,home watching tv lor,0
ham,"There're some people by mu, I'm at the table by lambda",54,11,therere people mu im table lambda,0
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,76,14,really quite funny lor wat u shd haf run shorter distance wat,0
ham,Ic. There are a lotta childporn cars then.,42,8,ic lotta childporn car,0
ham,Yes :)it completely in out of form:)clark also utter waste.,59,10,yes completely formclark also utter waste,0
ham,Ok i'm coming home now.,23,5,ok im coming home,0
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",157,31,thanx yup coming back sun finish dinner going back hotel time fly tog exactly mth today hope well haf many mths come,0
ham,Yup next stop.,14,3,yup next stop,0
ham,Of course. I guess god's just got me on hold right now.,55,12,course guess god got hold right,0
ham,Do u still have plumbers tape and a wrench we could borrow?,59,12,u still plumber tape wrench could borrow,0
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",60,11,goodmorning today late hr back pain,0
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,108,23,gon na pick burger way home cant even move pain killing,0
ham,"Uncle G, just checking up on you. Do have a rewarding month",59,12,uncle g checking rewarding month,0
ham,I'll probably be by tomorrow (or even later tonight if something's going on),76,13,ill probably tomorrow even later tonight somethings going,0
ham,No de.am seeing in online shop so that i asked.,47,10,deam seeing online shop asked,0
ham,You still coming tonight?,25,4,still coming tonight,0
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,128,18,account xxxxxxxxx show unredeemed point claim call identifier code xxxxx expires,1
ham,Gd luck 4 ur exams :-),22,6,gd luck ur exam,0
